1.6770030649344212, 0.9392597004553931
1.7358944769137234, 1.0016503493032491
1.7947858888930257, 1.064040998151107
1.8733077715320954, 1.1472285299482525
1.9469282408269124, 1.2201665239672845
2.064711064785517, 1.344947821663002
2.1604189157329166, 1.4387571504795886
2.2659420020102004, 1.542964920770821
2.3542791199791537, 1.6365508940426068
2.452443881919369, 1.730434674707464
2.530965764558439, 1.813622206504606
2.6659221481839954, 1.9591259353013406
2.724813560163298, 2.0215165841491984
2.845053295114718, 2.1463723336931793
2.928488999739418, 2.2297087691868605
3.0315303577411306, 2.354043355792971
3.1051508270359474, 2.4269813498120083
3.1689560610008805, 2.4895209023564
3.2327612949658135, 2.5520604549007917
3.335815061608904, 2.6662944074253314
3.4339798235491186, 2.760178188090185
3.4977974661554296, 2.8126171065530023
3.571417935450247, 2.8855551005720397
3.6450508133864417, 2.948392460509499
3.718683691322636, 3.0112298204469585
3.8462817506111238, 3.1464095596173163
4.047525096477185, 3.3343260246435626
4.130973209743264, 3.4075618260556677
4.209507501023712, 3.4806487237712354
4.278226556974276, 3.543337180012161
4.351847026269092, 3.6162751740311965
4.52365707478688, 3.762895680551937
4.665984191390883, 3.908622764893474
4.7347032473414465, 3.9713112211344033
4.813249947263272, 4.034297484768395
4.908932980927917, 4.148308081748132
5.085669260072713, 4.284976857883832
5.191192346349996, 4.389184628175064
5.2672821352790065, 4.4520964399607905
5.3384581022223845, 4.514859348049985
5.407177158172948, 4.577547804290912
5.475896214123512, 4.640236260531838
